daily_study_hours,social_media_hours,tv_hours,part_time_job,sleep_hours,diet_quality,exercise_frequency_weekly,mental_health_rating,extracurricular_participation
2.3,2.0,1.8,0,7.5,1,1.0,0.601078431373,0
3.0,4.8,2.3,1,6.3,1,4.0,0.498632897603,0
0.7,3.2,0.3,1,7.9,1,2.0,0.609591503268,1
3.8,0.9,2.5,0,6.5,0,6.0,0.735603213508,1
3.5,3.1,0.0,0,6.6,1,3.0,0.640110294118,1
2.3,0.6,1.1,0,6.2,1,0.0,0.559458061002,0
4.5,3.8,1.3,0,7.3,1,3.0,0.566097494553,0
4.9,1.9,2.5,0,6.0,1,3.0,0.579941448802,0
1.1,2.4,1.8,0,7.7,2,5.0,0.849754901961,1
2.4,4.1,0.3,0,5.1,0,5.0,0.527716503268,0
2.3,1.0,0.7,0,5.2,2,6.0,0.721032135076,0
2.1,0.8,2.0,0,7.3,2,6.0,0.8800708061,1
4.7,1.8,1.7,0,6.4,1,2.0,0.558494008715,0
3.2,3.7,1.2,0,6.0,1,6.0,0.631932189542,0
3.1,0.7,1.3,1,7.6,1,2.0,0.621428376906,1
0.5,0.0,2.6,1,5.8,0,5.0,0.679694989107,1
4.5,2.0,1.2,1,6.3,1,5.0,0.613366013072,1
1.6,3.2,1.7,0,8.2,2,1.0,0.656949891068,0
3.6,3.9,4.2,0,8.3,0,1.0,0.628067810458,1
3.9,1.9,0.2,0,8.4,1,4.0,0.728514433551,1
5.5,2.0,0.0,0,6.2,2,5.0,0.635441176471,0
1.5,3.9,2.7,0,8.0,2,0.0,0.710404411765,1
0.0,0.3,1.1,1,5.4,1,1.0,0.600671296296,1
3.8,2.0,1.4,0,5.4,2,2.0,0.591181917211,0
6.2,2.7,0.9,0,3.7,1,3.0,0.540796568627,1
5.4,3.0,1.5,0,8.5,0,6.0,0.623178104575,0
3.8,1.9,3.6,0,5.5,1,6.0,0.678149509804,0
2.8,2.5,2.7,1,6.3,1,4.0,0.551213235294,0
4.7,0.0,2.7,1,5.4,2,1.0,0.517058823529,0
2.0,1.7,0.2,1,7.3,0,3.0,0.573293845316,1
4.2,3.0,0.5,0,6.0,1,3.0,0.542039760349,0
4.3,1.3,0.0,0,4.9,1,1.0,0.487242647059,0
5.1,2.6,0.9,0,7.0,1,0.0,0.489583333333,0
7.6,3.0,2.9,0,4.8,0,0.0,0.362595315904,0
4.1,2.1,2.4,0,5.5,1,4.0,0.601327614379,0
2.7,2.7,1.6,0,4.0,2,0.0,0.51543164488,0
3.5,1.3,1.8,1,4.8,1,4.0,0.510526960784,0
0.8,2.3,1.0,0,6.7,1,2.0,0.615072167756,0
2.5,3.2,2.0,0,4.1,1,1.0,0.493011982571,0
2.9,2.7,2.6,1,4.7,1,3.0,0.47921704793,0
2.7,1.8,0.0,0,6.5,1,4.0,0.621102941176,0
3.7,2.8,2.1,0,5.8,2,6.0,0.698316993464,0
2.3,3.4,2.8,0,8.9,2,0.0,0.649643246187,0
5.2,0.0,1.3,0,8.7,1,6.0,0.734994553377,0
3.5,3.9,2.6,0,5.5,1,4.0,0.661128812636,1
3.5,2.1,4.9,0,7.2,2,5.0,0.76645288671,0
3.0,3.0,1.7,1,7.4,1,4.0,0.630994008715,1
3.7,3.9,2.2,1,5.8,1,0.0,0.389173474946,0
4.7,0.9,1.0,1,4.7,1,5.0,0.507498638344,0
2.2,1.6,2.0,1,6.5,2,5.0,0.728306100218,1
2.5,2.2,2.3,0,6.3,1,0.0,0.546206427015,0
3.0,1.6,2.0,0,6.0,2,5.0,0.711688453159,0
1.5,4.6,0.7,1,7.0,2,1.0,0.577649782135,1
2.3,1.5,2.0,0,5.6,1,3.0,0.615916394336,0
2.8,1.8,3.4,1,5.1,2,6.0,0.644708605664,0
4.8,2.7,2.3,0,6.6,2,1.0,0.658743191721,1
3.9,1.1,2.9,0,7.0,1,1.0,0.593514433551,0
3.8,2.0,1.5,0,5.1,0,0.0,0.435163398693,0
4.8,2.9,2.6,0,7.6,0,0.0,0.559437636166,1
3.3,2.1,2.1,0,4.4,1,6.0,0.713500816993,1
4.1,2.4,0.8,0,5.8,1,3.0,0.554498910675,0
3.3,1.9,2.2,0,6.2,1,4.0,0.633732298475,0
3.9,0.7,0.7,1,5.7,0,1.0,0.475921840959,1
2.6,2.9,1.1,1,5.8,2,5.0,0.666038943355,1
0.0,4.6,2.0,1,8.7,1,3.0,0.58587962963,0
3.3,2.5,2.1,0,5.5,1,1.0,0.528500816993,0
5.6,2.8,0.5,1,9.4,1,4.0,0.541083877996,0
4.9,3.3,3.0,0,7.0,1,5.0,0.636098856209,0
4.9,1.0,2.4,0,6.6,1,1.0,0.56033496732,0
5.4,4.5,1.0,0,7.1,1,2.0,0.502645697168,0
3.6,2.7,0.1,0,9.5,0,6.0,0.664827069717,0
3.8,4.5,1.6,1,5.3,2,3.0,0.479769880174,0
2.6,1.6,1.3,1,5.2,2,6.0,0.623376906318,0
3.0,4.7,1.9,0,5.6,1,0.0,0.467081971678,0
4.4,3.4,1.4,0,6.5,2,1.0,0.556843681917,0
5.3,3.2,0.0,0,4.4,2,5.0,0.571470588235,0
3.3,2.8,1.4,1,6.5,0,5.0,0.497505446623,0
2.8,2.2,1.5,0,8.5,2,3.0,0.789060457516,1
3.5,3.9,2.5,1,6.7,2,3.0,0.544647331155,0
4.4,2.7,1.0,0,6.1,1,6.0,0.629042755991,0
1.3,0.1,3.6,0,5.8,0,5.0,0.768517156863,1
0.1,1.2,0.0,0,7.6,0,5.0,0.680735294118,0
2.7,2.3,3.2,1,5.5,0,5.0,0.599135348584,1
1.7,2.9,1.6,1,8.7,2,1.0,0.581828703704,0
2.7,2.4,2.7,0,8.8,1,5.0,0.812352941176,1
3.3,4.0,1.9,0,6.8,2,0.0,0.554912854031,0
2.8,0.2,3.1,0,6.5,2,5.0,0.77026416122,0
5.7,2.7,1.4,0,7.7,2,0.0,0.632027505447,1
4.0,0.3,0.6,0,7.8,2,1.0,0.642675653595,0
4.0,3.4,3.4,1,5.5,0,3.0,0.508532135076,1
4.4,2.4,1.7,0,5.9,1,0.0,0.490038126362,0
1.8,3.0,2.0,0,4.9,2,1.0,0.579114923747,0
5.1,1.5,3.2,0,7.0,0,5.0,0.699282407407,1
3.4,4.0,0.7,1,7.3,0,1.0,0.38287037037,0
4.5,3.8,2.5,0,4.9,2,5.0,0.703875272331,1
1.9,3.2,1.2,0,6.0,2,6.0,0.714248366013,0
1.2,2.3,1.7,0,4.9,1,1.0,0.548383714597,0
4.7,3.2,1.9,0,5.4,2,3.0,0.585206971678,0
4.1,1.7,0.1,1,7.2,2,0.0,0.477253540305,0
2.1,3.5,0.9,0,5.6,1,6.0,0.640649509804,0
2.2,4.5,3.3,0,6.1,0,3.0,0.543190359477,0
5.2,3.8,2.8,0,4.5,2,2.0,0.530966775599,0
1.7,1.6,1.7,0,6.7,1,5.0,0.777685185185,1
6.0,2.9,2.1,1,6.4,0,0.0,0.33085375817,0
2.1,0.9,1.5,0,5.6,1,3.0,0.703288398693,1
4.5,3.2,3.3,1,6.3,2,0.0,0.546977124183,1
3.0,3.0,1.6,0,6.7,1,2.0,0.572012527233,0
4.4,0.3,2.1,0,5.5,1,4.0,0.625339052288,0
2.7,1.1,3.1,0,4.7,1,5.0,0.660153867102,0
3.3,2.2,0.9,0,8.7,2,5.0,0.746348039216,0
3.6,2.1,3.5,1,5.7,0,1.0,0.416447440087,0
2.0,1.0,0.1,0,6.4,1,5.0,0.672437363834,0
4.6,3.0,3.6,0,7.7,2,5.0,0.803406862745,1
2.7,2.8,1.4,1,10.0,0,3.0,0.545593681917,0
3.2,2.3,1.5,0,5.0,2,6.0,0.687626633987,0
2.0,1.6,0.0,0,7.0,2,5.0,0.724705882353,0
0.0,3.8,1.3,1,5.7,2,5.0,0.615509259259,0
3.2,4.5,0.7,0,5.9,1,2.0,0.507024782135,0
7.1,1.9,1.1,1,5.6,2,6.0,0.545377178649,0
4.7,1.8,1.6,0,5.1,2,2.0,0.574512527233,0
3.5,3.1,2.9,1,6.5,2,0.0,0.485573257081,0
3.1,2.1,2.0,0,4.7,0,0.0,0.443048747277,0
3.5,2.3,2.1,0,7.6,2,5.0,0.811221405229,1
4.3,3.4,0.6,0,6.6,1,5.0,0.679256535948,1
1.7,0.2,0.8,0,7.0,0,1.0,0.648101851852,1
5.2,4.1,3.8,0,5.9,1,0.0,0.475156590414,0
4.6,2.6,1.0,0,6.1,2,3.0,0.602388344227,0
4.6,2.0,3.6,1,6.8,1,5.0,0.579656862745,0
4.2,2.4,1.5,0,5.1,1,3.0,0.625604575163,1
3.5,2.5,1.8,0,6.1,2,5.0,0.685526960784,0
4.5,0.4,3.0,0,5.5,1,3.0,0.610032679739,0
4.4,4.3,3.2,0,5.4,2,4.0,0.614135348584,0
3.0,2.5,1.7,0,4.0,1,3.0,0.540369008715,0
2.6,3.0,1.4,0,8.1,1,6.0,0.7111083878,0
3.7,3.6,1.7,0,5.7,2,0.0,0.604891067538,1
5.8,1.3,2.2,1,7.9,2,5.0,0.708364651416,1
1.6,3.1,2.8,0,7.8,1,0.0,0.670121187364,1
1.3,2.2,1.8,0,5.0,2,6.0,0.727475490196,0
3.7,3.5,2.5,0,5.2,0,6.0,0.65611791939,1
3.6,0.0,3.6,0,9.6,1,3.0,0.744803921569,0
3.8,2.4,2.2,1,8.6,1,2.0,0.535533769063,0
3.9,1.8,2.1,0,6.5,0,2.0,0.531037581699,0
3.2,3.0,0.1,0,6.8,1,6.0,0.648760893246,0
5.7,3.1,0.0,1,5.7,1,2.0,0.463786764706,1
1.1,1.7,2.2,0,7.0,0,5.0,0.671305827887,0
2.3,1.6,1.7,1,5.6,1,1.0,0.469596949891,0
3.3,2.4,1.2,0,4.1,1,4.0,0.63704248366,1
1.0,1.4,2.1,1,4.9,1,3.0,0.534714052288,0
3.2,3.5,1.7,0,6.5,2,1.0,0.58058959695,0
6.0,2.1,3.0,0,5.1,2,2.0,0.566687091503,0
3.5,0.0,1.9,0,6.4,1,3.0,0.641383442266,0
3.8,2.1,1.0,0,5.2,2,1.0,0.553380991285,0
1.6,1.3,2.9,0,5.6,2,0.0,0.620352668845,0
2.6,0.5,1.6,0,7.5,1,2.0,0.725946350763,1
2.9,1.0,2.4,1,6.8,0,1.0,0.540629084967,1
3.0,2.6,1.3,0,6.5,2,5.0,0.775068082789,1
5.4,4.1,1.1,1,7.6,1,0.0,0.384127178649,0
4.3,2.9,1.9,0,7.1,2,2.0,0.615390795207,0
3.0,4.0,1.0,1,7.0,2,2.0,0.591873638344,1
5.0,8.0,0.0,0,4.0,0,4.0,0.351764705882,0
7.0,2.0,0.0,0,7.0,1,1.0,0.558970588235,1
8.5,2.0,3.9,0,5.9,1,0.0,0.537777777778,1
